http://www.w3.org/ns/prov#wasDerivedFrom,http://purl.org/dc/elements/1.1/format,CL,ORDER,FAMILY,S,N_DET,N_UND,N_TY,N_2T,SPEC,LO_NO,TRAN,DATE,OPEN
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,AULACIDAE,P,91,20,0,4,11,1996003,LOAN,Wed Jan 03 00:00:00 CST 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,AULACIDAE,P,-91,-19,0,-4,-11,1996003,RTRN,Wed Mar 04 00:00:00 CST 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,XYELIDAE,P,1,0,0,0,1,1996003,LOAN,Wed Jan 03 00:00:00 CST 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,XYELIDAE,P,-1,0,0,0,-1,1996003,RTRN,Wed Mar 04 00:00:00 CST 1998,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,ICHNEUMONIDAE,P,30,4,0,0,3,1996025,LOAN,Fri Nov 08 00:00:00 CST 1996,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,CICADIDAE,P,0,60,0,0,0,2000005,LOAN,Fri Jul 21 00:00:00 CDT 2000,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,CICADIDAE,P,0,-43,0,0,0,2000005,RTRN,Fri Dec 08 00:00:00 CST 2000,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,CICADIDAE,P,0,0,0,0,1,2000005,LOAN,Fri Jan 05 00:00:00 CST 2001,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,CICADIDAE,P,2,0,0,0,0,2000005,LOAN,Fri Jan 05 00:00:00 CST 2001,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,CICADIDAE,P,0,7,0,0,0,2000005,LOAN,Mon Jan 08 00:00:00 CST 2001,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,CICADIDAE,P,0,-1,0,0,0,2000005,RTRN,Wed Mar 07 00:00:00 CST 2001,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,CICADIDAE,P,0,-9,0,0,0,2000005,RTRN,Fri Jan 14 00:00:00 CST 2005,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,ORTHOPTERA,ACRIDIDAE,P,239,8,0,0,8,2003008,LOAN,Tue Feb 18 00:00:00 CST 2003,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,S,75,0,0,3,14,2003020,LOAN,Thu Sep 04 00:00:00 CDT 2003,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,MUTILLIDAE,P,15,0,15,0,15,2004001,LOAN,Thu Feb 05 00:00:00 CST 2004,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,MUTILLIDAE,P,-14,0,-14,0,-14,2004001,RTRN,Tue Feb 14 00:00:00 CST 2006,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,HYDROPSYCHIDAE,P,107,194,0,0,1,2004008,LOAN,Fri Nov 19 00:00:00 CST 2004,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,PHILOPTERIDAE,S,43,16,0,0,12,2005012,LOAN,Fri Jul 01 00:00:00 CDT 2005,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,PHILOPTERIDAE,S,-39,-2,0,0,-12,2005012,RTRN,Thu Jun 22 00:00:00 CDT 2006,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,AR,CHELONETHIDA,?CHELONETHIDA,S,0,2,0,0,0,2005015,LOAN,Tue Aug 09 00:00:00 CDT 2005,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,AR,CHELONETHIDA,?CHELONETHIDA,V,0,60,0,0,0,2005015,LOAN,Tue Aug 09 00:00:00 CDT 2005,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,AR,CHELONETHIDA,NEOBISIIDAE,V,0,1,0,0,0,2005015,LOAN,Tue Aug 09 00:00:00 CDT 2005,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,SILPHIDAE,P,8,0,0,0,5,2005017,LOAN,Fri Aug 19 00:00:00 CDT 2005,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,HISTERIDAE,P,,285,,,,2007003,LOAN,Tue Feb 27 00:00:00 CST 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,ANOMALOPSYCHIDAE,P,-2,-4,0,0,0,2007014,RTRN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,ANOMALOPSYCHIDAE,P,6,4,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,ANOMALOPSYCHIDAE,V,2,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,APATANIIDAE,P,3,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,APATANIIDAE,V,10,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,ARCTOPSYCHIDAE,P,6,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,ARCTOPSYCHIDAE,V,9,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,ATRIPLECTIDIDAE,V,4,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,BERAEIDAE,P,2,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,CALAMOCERATIDAE,P,4,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,CALAMOCERATIDAE,V,10,0,0,0,2,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,CALOCIDAE,V,3,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,CHATHAMIIDAE,V,2,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,CONOESUCIDAE,V,19,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,DIPSEUDOPSIDAE,P,3,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,DIPSEUDOPSIDAE,V,16,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,ECNOMIDAE,V,23,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,GLOSSOSOMATIDAE,V,11,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,GOERIDAE,P,3,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,GOERIDAE,V,4,0,0,0,0,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,HELICOPHIDAE,V,22,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,HYDROBIOSIDAE,P,3,0,0,0,0,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,HYDROBIOSIDAE,V,254,0,0,0,3,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,HYDROPSYCHIDAE,V,27,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,HYDROPTILIDAE,P,1,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,HYDROPTILIDAE,V,53,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,KOKIRIDAE,V,1,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,LIMNEPHILIDAE,P,2,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,LIMNEPHILIDAE,V,22,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,LIMNOCENTROPODIDAE,V,6,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,ODONTOCERIDAE,P,2,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,ODONTOCERIDAE,V,46,0,0,0,0,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,ODONTOCERIDAE,V,6,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,OECONESIDAE,V,5,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,PHILOPOTAMIDAE,V,17,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,PHILORHEITHRIDAE,V,22,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,PLECTROTARSIDAE,V,1,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,PSYCHOMYIIDAE,V,35,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,STENOPSYCHIDAE,V,1,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,TASIMIIDAE,P,3,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,TASIMIIDAE,V,1,0,0,0,0,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,UENOIDAE,P,6,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,UENOIDAE,V,14,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,XIPHOCENTRONIDAE,V,20,0,0,0,1,2007014,LOAN,Wed Sep 12 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,CARABIDAE,P,202,0,0,0,56,2007015,LOAN,Tue Oct 23 00:00:00 CDT 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,LEIODIDAE,P,1,0,1,0,1,2008001,LOAN,Fri Nov 30 00:00:00 CST 2007,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,PSYCHOMYIIDAE,V,2,0,0,0,1,2008005,LOAN,Wed Apr 16 00:00:00 CDT 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,PHILOPOTAMIDAE,V,14,0,0,0,2,2008005,LOAN,Wed Apr 16 00:00:00 CDT 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,ANOMALOPSYCHIDAE,P,2,0,0,0,2,2008006,LOAN,Thu May 01 00:00:00 CDT 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,SERICOSTOMATIDAE,P,1,0,0,0,1,2008006,LOAN,Thu May 01 00:00:00 CDT 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,ODONTOCERIDAE,P,1,0,0,0,1,2008006,LOAN,Thu May 01 00:00:00 CDT 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,UENOIDAE,P,1,0,0,0,1,2008006,LOAN,Thu May 01 00:00:00 CDT 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,ATRIPLECTIDIDAE,P,1,0,0,0,1,2008006,LOAN,Thu May 01 00:00:00 CDT 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,APHIDIDAE,S,4,0,1,0,1,2008007,LOAN,Wed May 07 00:00:00 CDT 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,ASILIDAE,P,6,0,0,0,3,2008008,LOAN,Tue May 20 00:00:00 CDT 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,ASILIDAE,P,0,83,0,0,0,2008009,LOAN,Tue Jun 03 00:00:00 CDT 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,CICADIDAE,P,6,0,0,0,1,2008010,LOAN,Fri Jun 20 00:00:00 CDT 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,APIDAE,P,1564,0,0,0,5,2008011,LOAN,Wed Jun 25 00:00:00 CDT 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,ASILIDAE,P,2,0,1,0,2,2008012,LOAN,Mon Jul 07 00:00:00 CDT 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,APHIDIDAE,S,5,342,0,0,1,2008013,LOAN,Thu Oct 09 00:00:00 CDT 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,HIPPOBOSCIDAE,P,190,0,0,0,1,2008014,LOAN,Wed Nov 26 00:00:00 CST 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,ASILIDAE,P,-2,0,-1,0,-2,2008012,RTRN,Mon Nov 17 00:00:00 CST 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,ASILIDAE,P,0,-83,0,0,0,2008009,RTRN,Mon Nov 17 00:00:00 CST 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,ASILIDAE,P,-6,0,0,0,-3,2008008,RTRN,Mon Nov 17 00:00:00 CST 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,APHIDIDAE,S,-4,0,-1,0,-1,2008007,RTRN,Mon Jun 23 00:00:00 CDT 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,LEIODIDAE,P,-1,0,-1,0,-1,2008001,RTRN,Fri Jan 25 00:00:00 CST 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,COLEOPTERA,CARABIDAE,P,-202,0,0,0,-56,2007015,RTRN,Fri Oct 03 00:00:00 CDT 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,AR,CHELONETHIDA,NEOBISIIDAE,V,0,-1,0,0,0,2005015,RTRN,Wed Jan 23 00:00:00 CST 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,AR,CHELONETHIDA,?CHELONETHIDA,V,0,-60,0,0,0,2005015,RTRN,Wed Jan 23 00:00:00 CST 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,AR,CHELONETHIDA,?CHELONETHIDA,S,0,-2,0,0,0,2005015,RTRN,Wed Jan 23 00:00:00 CST 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,DIPTERA,CHIRONOMIDAE,S,-75,0,0,-3,-14,2003020,RTRN,Tue Aug 26 00:00:00 CDT 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HOMOPTERA,CICADIDAE,P,-2,-14,0,0,-1,2000005,RTRN,Mon Mar 17 00:00:00 CDT 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,ORTHOPTERA,ACRIDIDAE,P,-239,-8,0,0,-8,2003008,RTRN,Fri Jun 09 00:00:00 CDT 2006,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,HYDROPSYCHIDAE,P,-107,-183,0,0,-1,2004008,RTRN,Fri May 23 00:00:00 CDT 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,ATRIPLECTIDIDAE,P,-1,0,0,0,-1,2008006,RTRN,Mon Dec 15 00:00:00 CST 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,UENOIDAE,P,-1,0,0,0,-1,2008006,RTRN,Mon Dec 15 00:00:00 CST 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,ODONTOCERIDAE,P,-1,0,0,0,-1,2008006,RTRN,Mon Dec 15 00:00:00 CST 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,SERICOSTOMATIDAE,P,-1,0,0,0,-1,2008006,RTRN,Mon Dec 15 00:00:00 CST 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,ANOMALOPSYCHIDAE,P,-2,0,0,0,-2,2008006,RTRN,Mon Dec 15 00:00:00 CST 2008,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,HYMENOPTERA,MUTILLIDAE,P,-1,0,-1,0,-1,2004001,RTRN,Mon Oct 05 00:00:00 CDT 2009,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,MALLOPHAGA,PHILOPTERIDAE,S,-4,-14,0,0,0,2005012,RTRN,Thu Sep 24 00:00:00 CDT 2009,false
hash://sha256/a10b0a9aae28bace5ab02ddb8d1144b8ca5e6742d3b39bf63672ac1eb742a29e,application/dbase,IN,TRICHOPTERA,PHILOPOTAMIDAE,S,-14,0,0,0,-2,2008005,RTRN,Thu Jul 30 00:00:00 CDT 2009,false
